"","Timestamp","ID","Language","gender","age","country","leasehold","self_own","household","private_housing","living_with","living_with_family","household_size","edu","edu_r","bachelor_above","occupation_status","occupation_status_r","non_working","occupation","salary","high_income","marital","married","district","covid_living_building","covid_living_building_r","religion","Christian","christian_denomin","religion_scale_1","religion_scale_2","religion_scale_2_r_attend","religion_scale_3","religion_scale_3_r_pray","religion_scale_4","religion_scale_4_r_study","religion_scale_5","religion_scale_5_r_health_important","FACIT_meaning","FACIT_peace","FACIT_faith","FACIT_peace_meaning_total","FACIT_total","IES_intrusion","IES_avoidance","IES_hyperarousal","Brief_COPE_active_coping","Brief_COPE_planning","Brief_COPE_problem_solving","Brief_COPE_positive_reframing","Brief_COPE_acceptance","Brief_COPE_accommodation","Brief_COPE_humor","Brief_COPE_self_distraction","Brief_COPE_religion","Brief_COPE_emotional_support","Brief_COPE_instrumental_support","Brief_COPE_support_seeking","Brief_COPE_denial","Brief_COPE_behavioral_disengagement","Brief_COPE_substance_use","Brief_COPE_self_blame","Brief_COPE_venting","Brief_RCOPE_postive","Brief_RCOPE_negative","HADS_anxiety","HADS_depression","HADS_anxiety_group","HADS_anxiety_group_r","HADS_anxiety_group_r_normal","HADS_depression_group","HADS_depression_group_r","HADS_depression_group_r_normal","HADS_group_normal","HADS_group_normal_r","sdi","covid_case","Brief_COPE_avoid","Brief_COPE_restruct","Brief_COPE_distract","Brief_COPE_support","Brief_COPE_engage","Brief_COPE_disengage","religion_r","IES","religion_scale_2_r_attend_r","religion_scale_3_r_pray_r","religion_scale_4_r_study_r","religion_scale_4_r_study_r_each_day","religion_scale_4_r_study_r_almost_each_day"
"100",2020-09-17,348,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","1. Living alone","No",1,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","44,601-79,999","Yes","5. Single","No","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",6,"< 1 time/month","2. less than 1 time/week","2-3 times/week","2. less than 1 time/day","2-3 times/week","4. 2-3 times/week","Very important",3,8,7,9,15,24,1,3,1,7,6,13,6,8,14,3,2,6,4,6,10,2,4,2,4,6,14,8,5,10,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.18827923,0,12,17,8,16,17,10,"religion",5,"2. less than 1 time/week","2. less than 1 time/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"101",2020-09-18,349,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","1. Manager and administrator","80,000 or above","Yes","1. Married","Yes","Tuen Mun","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","4-6 times/week","2. less than 1 time/day","4-6 times/week","5. 4-6 times/week","A little bit important",2,13,9,12,22,34,7,1,1,7,6,13,6,6,12,3,5,6,5,6,11,2,3,2,3,5,16,8,3,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.195605449,20,10,15,10,17,18,8,"religion",9,"3. 1 time/week or more","2. less than 1 time/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"102",2020-09-18,350,"Chi","Male","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","44,601-79,999","Yes","1. Married","Yes","Tuen Mun","Yes","Yes","Christianity (Protestantism)","Yes","SDA",9,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","Extremely important",4,8,8,8,16,24,7,2,5,5,6,11,5,6,11,2,3,6,5,4,9,2,2,2,4,4,21,6,8,9,"borderline abnormal","2. borderline abnormal","No","borderline abnormal","2. borderline abnormal","No","1. No","No",0.195605449,20,10,13,7,15,15,8,"religion",14,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"103",2020-09-18,351,"Chi","Female","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",6,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","3. Office worker","13,101-18,200","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",1,"< 1 time/month","2. less than 1 time/week","< 1 time/month","2. less than 1 time/day","< 1 time/month","2. less than 1/week","A little bit important",2,12,15,13,27,40,12,5,4,8,6,14,8,8,16,5,3,4,8,7,15,2,2,3,2,7,12,8,4,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,9,21,10,19,24,6,"religion",21,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"104",2020-09-18,354,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","1. Manager and administrator","80,000 or above","Yes","1. Married","Yes","Tuen Mun","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","4-6 times/week","2. less than 1 time/day","4-6 times/week","5. 4-6 times/week","A little bit important",2,13,9,12,22,34,7,1,1,7,6,13,6,6,12,3,5,6,5,6,11,2,3,2,3,5,16,8,3,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.195605449,20,10,15,10,17,18,8,"religion",9,"3. 1 time/week or more","2. less than 1 time/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"105",2020-09-18,357,"Chi","Female","25-44 years","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",4,"4. Bachelor degree","3. Bachelor degree","Yes","3. Part time","2. Non-full-time","No","2. Professional","13,100 or below","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","4-6 times/week","2. less than 1 time/day","2-3 times/week","4. 2-3 times/week","A little bit important",2,8,9,11,17,28,4,3,4,5,6,11,6,8,14,4,4,7,5,8,13,2,2,2,4,7,16,10,6,6,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,10,18,11,20,16,8,"religion",11,"3. 1 time/week or more","2. less than 1 time/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"106",2020-09-19,361,"Chi","Female","45-64 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",4,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","7. Homemaker","No income","No","1. Married","Yes","Kwai Tsing","No","No","Christianity (Protestantism)","Yes","SDA",5,"< 1 time/month","2. less than 1 time/week","1 time/month","2. less than 1 time/day","None","2. less than 1/week","Very important",3,7,8,3,15,18,13,8,10,7,4,11,3,6,9,2,7,4,6,5,11,2,4,2,4,5,15,10,12,10,"abnormal","1. abnormal","No","borderline abnormal","2. borderline abnormal","No","1. No","No",0.192891979,10,12,11,12,15,16,10,"religion",31,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"107",2020-09-19,362,"Chi","Male","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","44,601-79,999","Yes","1. Married","Yes","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","2-3 times/month","2. less than 1/week","A little bit important",2,9,12,10,21,31,4,4,2,8,7,15,8,7,15,6,7,6,7,6,13,3,2,2,4,6,16,9,7,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,0,11,21,13,19,23,9,"religion",10,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"108",2020-09-20,375,"Eng","Female","18-24 years","South Asia/ Southeast Asia","Rent","No","2. Subsidized home ownership","No","3. Living with familiy","Yes",8,"4. Bachelor degree","3. Bachelor degree","Yes","6. Student","3. Not-working people","Yes","8. Not applicable","No income","No","5. Single","No","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,11,16,16,27,43,7,12,9,5,6,11,7,8,15,4,4,8,4,5,9,2,5,2,2,3,26,8,4,3,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,11,19,7,17,16,9,"religion",28,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"109",2020-09-22,385,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","3. Office worker","13,101-18,200","No","5. Single","No","Kowloon City","No","No","Christianity (Protestantism)","Yes","SDA",4,"1 time/week","3. 1 time/week","2-3 times/month","2. less than 1 time/day","2-3 times/month","2. less than 1/week","A little bit important",2,8,8,8,16,24,4,1,1,6,4,10,2,7,9,2,2,4,3,5,8,2,2,2,2,3,13,12,1,2,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.19336991,1,8,11,5,12,11,6,"religion",6,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"110",2020-09-24,397,"Eng","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","1. Living alone","No",1,"5. Master  degree or higher","4. Master  degree or higher","Yes","5. Retired","3. Not-working people","Yes","8. Not applicable","No income","No","5. Single","No","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",7,"< 1 time/month","2. less than 1 time/week","< 1 time/month","2. less than 1 time/day","< 1 time/month","2. less than 1/week","Very important",3,10,12,15,22,37,6,6,3,5,6,11,4,7,11,3,3,5,5,6,11,2,2,2,2,3,22,9,7,6,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,0,8,14,6,16,14,6,"religion",15,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"111",2020-09-25,401,"Eng","Female","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",5,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","1. Full time","1. Full time","No","4. Service and retail","13,101-18,200","No","1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","1 time/month","2. less than 1 time/day","< 1 time/month","2. less than 1/week","Extremely important",4,7,8,10,15,25,3,3,3,5,3,8,6,7,13,2,6,5,4,4,8,2,2,2,2,4,19,7,4,2,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,0,8,15,10,13,15,6,"religion",9,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"112",2020-09-29,410,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",2,"2. Secondary school","1. Secondary school or below","No","5. Retired","3. Not-working people","Yes","7. Homemaker","No income","No","1. Married","Yes","Kowloon City","No","No","Christianity (Protestantism)","Yes","SDA",6,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,8,8,9,16,25,1,0,1,6,5,11,6,7,13,2,2,6,4,6,10,2,2,2,2,4,25,9,0,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.19336991,4,8,15,6,16,16,6,"religion",2,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
